full_date,temp_average,temp_min,temp_max,precipitation,wind_direction,wind_speed,sea_pressure
2019-01-01,47.120000000000005,33.98,59,9.7,272,25.6,1006.7
2019-01-02,33.44,28.22,37.04,0,355,15.1,1024.8
2019-01-03,37.58,32,46.04,0.5,249,16.9,1013.4
2019-01-04,40.28,33.98,48.02,0,224,18,1012.1
2019-01-05,41,37.94,42.980000000000004,13.5,353,14.8,1002.7
2019-01-06,39.56,25.16,46.94,0,299,23,1009.8
2019-01-07,26.060000000000002,19.22,31.1,0,331,18.7,1028.2
2019-01-08,34.16,30.2,42.980000000000004,0.5,150,12.2,1016.5
2019-01-09,39.92,35.06,46.04,3.3,269,25.2,994.8
2019-01-10,35.78,26.240000000000002,37.04,0,289,25.9,1000.2
2019-01-11,26.78,17.240000000000002,30.2,0,292,29.2,1017.5
2019-01-12,20.48,15.259999999999998,29.12,0,296,23.8,1030.7
2019-01-13,21.74,16.16,29.12,0,357,13.3,1030.6
2019-01-14,26.42,23.18,31.1,0,356,14,1023.1
2019-01-15,29.84,24.26,39.02,0,300,11.9,1018.2
2019-01-16,31.82,25.16,41,0,240,18.7,1015.8
2019-01-17,27.14,18.14,33.08,0,337,15.5,1026.9
2019-01-18,32.36,27.14,42.980000000000004,0,176,10.8,1020.1
2019-01-19,32.72,28.22,37.04,3.3,24,19.4,1023.6
2019-01-20,29.66,10.220000000000002,37.04,30.5,356,28.8,1000.7
2019-01-21,9.32,5.18,10.220000000000002,0,292,32.4,1008.8
2019-01-22,14.36,7.16,28.22,0,291,22.7,1030.5
2019-01-23,29.48,20.12,48.02,0,208,22,1024.2
2019-01-24,51.98,37.04,59,25.4,212,38.2,1000.6
2019-01-25,39.02,29.12,42.08,0,268,22,1010.7
2019-01-26,30.38,25.16,35.96,0,275,13.7,1023.1
2019-01-27,35.06,27.14,46.94,0,176,21.2,1018.6
2019-01-28,33.98,24.26,42.08,0,338,16.2,1017.9
2019-01-29,27.68,20.12,37.94,1.3,57,20.2,1017
2019-01-30,33.26,9.14,39.02,4.1,249,25.6,1008.6
2019-01-31,12.379999999999999,5.18,18.14,0,258,27.7,1023.7
2019-02-01,15.979999999999997,10.220000000000002,23.18,0,264,21.2,1027.2
2019-02-02,22.1,14.18,35.06,0,247,20.5,1020.7
2019-02-03,33.8,27.14,39.02,0,98,10.1,1020.1
2019-02-04,44.78,35.06,62.959999999999994,0,209,15.1,1016.5
2019-02-05,51.26,39.92,64.94,0,247,19.4,1013.2
2019-02-06,39.56,33.08,44.06,9.4,54,16.2,1022.9
2019-02-07,37.94,35.06,42.08,5.3,54,15.5,1020.7
2019-02-08,42.980000000000004,31.1,57.02,1.8,275,21.2,1011.6
2019-02-09,31.28,25.16,35.96,0,287,31.7,1028
2019-02-10,29.84,24.26,37.04,0,275,19.8,1032.8
2019-02-11,31.82,26.240000000000002,37.04,0,324,16.9,1027.1
2019-02-12,26.060000000000002,19.22,37.94,23.1,38,22.7,1027.5
2019-02-13,37.94,33.08,42.980000000000004,7.1,298,21.6,1001.9
2019-02-14,35.24,31.1,39.92,0,262,22,1013.1
2019-02-15,39.92,31.1,51.98,2.5,168,18.4,1010.2
2019-02-16,43.16,31.1,48.92,0,298,19.4,1008.4
2019-02-17,30.38,24.26,33.98,0,22,15.5,1018.3
2019-02-18,30.2,21.2,32,7.9,2,16.6,1013.8
2019-02-19,24.62,18.14,33.98,0,306,21.6,1030.4
2019-02-20,25.52,21.2,31.1,2.5,248,13,1032.9
2019-02-21,34.34,26.240000000000002,48.02,10.7,290,16.6,1013.6
2019-02-22,41.54,35.96,46.04,0,308,14.4,1024.4
2019-02-23,35.24,30.2,37.94,0,89,10.4,1030.2
2019-02-24,38.660000000000004,33.98,46.94,12.2,133,22.3,1006
2019-02-25,39.38,30.2,42.08,0,273,37.1,999.9
2019-02-26,28.580000000000002,20.12,32,0,298,32.4,1021.5
2019-02-27,19.939999999999998,13.100000000000001,26.240000000000002,1.3,290,15.5,1026.8
2019-02-28,23.9,19.22,31.1,3.8,335,13.7,1021.2
2019-12-01,28.580000000000002,22.1,39.02,15.7,353,17.6,1014.4
2019-12-02,38.839999999999996,29.12,42.08,10.9,28,38.9,1002.1
2019-12-03,31.64,30.2,35.96,9.7,320,25.2,994.5
2019-12-04,34.16,29.12,41,0,245,15.5,998.4
2019-12-05,39.74,32,44.96,0,277,21.6,1003.5
2019-12-06,33.62,29.12,37.94,1,250,14.8,1016.2
2019-12-07,32.36,27.14,35.06,0,308,19.1,1025.7
2019-12-08,29.48,23.18,41,0,229,15.5,1031.6
2019-12-09,45.5,41,60.980000000000004,14,182,22.3,1017.7
2019-12-10,59,42.08,62.959999999999994,4.8,233,25.2,1007.7
2019-12-11,38.12,30.2,42.08,5.3,272,17.6,1022.7
2019-12-12,30.38,26.240000000000002,33.08,0,273,16.2,1037.2
2019-12-13,34.88,28.22,46.94,2.5,132,11.2,1031
2019-12-14,50.9,46.94,60.08,31.8,123,20.2,998.3
2019-12-15,49.46,33.98,55.04,0,266,36.7,1001.3
2019-12-16,34.16,32,35.06,0,280,18.4,1021.9
2019-12-17,31.46,27.14,37.94,16.5,0,15.5,1012.3
2019-12-18,33.98,24.26,37.94,0,298,23,1006.7
2019-12-19,22.46,15.259999999999998,27.14,0,286,31.7,1019
2019-12-20,23.18,17.240000000000002,33.08,0,307,21.2,1030.5
2019-12-21,27.5,22.1,35.06,0,248,8.3,1035.1
2019-12-22,36.14,30.2,44.96,0,222,15.8,1023.8
2019-12-23,43.519999999999996,35.06,57.02,0,227,18.4,1014.5
2019-12-24,45.5,35.06,50,0,322,15.5,1017.8
2019-12-25,36.68,32,42.08,0,18,7.6,1023
2019-12-26,36.68,33.98,41,0,35,11.2,1028.3
2019-12-27,40.82,35.96,51.98,0.3,208,18.4,1022.4
2019-12-28,48.379999999999995,37.94,51.08,0,282,17.6,1019.3
2019-12-29,39.56,35.96,44.06,2,225,11.5,1021.9
2019-12-30,38.48,35.96,41,32.8,72,33.5,1016.3
2019-12-31,40.28,37.04,44.06,6.9,329,21.6,1003.2
